	OMIM_Num	diseaseName	HPO_ID	HPO_Name
1315	612233	Leukodystrophy, hypomyelinating, 4	HP:0002187	Intellectual disability, profound
917	612233	Leukodystrophy, hypomyelinating, 4	HP:0001266	Choreoathetosis
432	612233	Leukodystrophy, hypomyelinating, 4	HP:0001290	Generalized hypotonia
1159	612233	Leukodystrophy, hypomyelinating, 4	HP:0002191	Progressive spasticity
239	612233	Leukodystrophy, hypomyelinating, 4	HP:0000007	Autosomal recessive inheritance
108	612233	Leukodystrophy, hypomyelinating, 4	HP:0001347	Hyperreflexia
184	612233	Leukodystrophy, hypomyelinating, 4	HP:0003487	Babinski sign
1317	612233	Leukodystrophy, hypomyelinating, 4	HP:0005484	Secondary microcephaly
990	612233	Leukodystrophy, hypomyelinating, 4	HP:0001371	Flexion contracture
597	612233	Leukodystrophy, hypomyelinating, 4	HP:0000486	Strabismus
387	612233	Leukodystrophy, hypomyelinating, 4	HP:0001263	Global developmental delay
352	612233	Leukodystrophy, hypomyelinating, 4	HP:0001252	Hypotonia
324	612319	Spastic paraplegia 35, autosomal recessive	HP:0001250	Seizure
1003	612319	Spastic paraplegia 35, autosomal recessive	HP:0002079	Hypoplasia of the corpus callosum
1324	612319	Spastic paraplegia 35, autosomal recessive	HP:0002180	Neurodegeneration
1331	612319	Spastic paraplegia 35, autosomal recessive	HP:0033725	Thin corpus callosum
1325	612319	Spastic paraplegia 35, autosomal recessive	HP:0002355	Difficulty walking
1327	612319	Spastic paraplegia 35, autosomal recessive	HP:0003621	Juvenile onset
476	612319	Spastic paraplegia 35, autosomal recessive	HP:0002518	Abnormal periventricular white matter morphology
1330	612319	Spastic paraplegia 35, autosomal recessive	HP:0011448	Ankle clonus
240	612319	Spastic paraplegia 35, autosomal recessive	HP:0000007	Autosomal recessive inheritance
530	612319	Spastic paraplegia 35, autosomal recessive	HP:0001332	Dystonia
1322	612319	Spastic paraplegia 35, autosomal recessive	HP:0002075	Dysdiadochokinesis
1328	612319	Spastic paraplegia 35, autosomal recessive	HP:0007366	Atrophy/Degeneration affecting the brainstem
960	612319	Spastic paraplegia 35, autosomal recessive	HP:0011463	Childhood onset
59	612319	Spastic paraplegia 35, autosomal recessive	HP:0001251	Ataxia
361	612319	Spastic paraplegia 35, autosomal recessive	HP:0001260	Dysarthria
1321	612319	Spastic paraplegia 35, autosomal recessive	HP:0000544	External ophthalmoplegia
8	612319	Spastic paraplegia 35, autosomal recessive	HP:0000012	Urinary urgency
629	612319	Spastic paraplegia 35, autosomal recessive	HP:0001272	Cerebellar atrophy
12	612319	Spastic paraplegia 35, autosomal recessive	HP:0000020	Urinary incontinence
185	612319	Spastic paraplegia 35, autosomal recessive	HP:0003487	Babinski sign
1119	612319	Spastic paraplegia 35, autosomal recessive	HP:0001310	Dysmetria
426	612319	Spastic paraplegia 35, autosomal recessive	HP:0001285	Spastic tetraparesis
1058	612319	Spastic paraplegia 35, autosomal recessive	HP:0001258	Spastic paraplegia
419	612319	Spastic paraplegia 35, autosomal recessive	HP:0001268	Mental deterioration
1215	612319	Spastic paraplegia 35, autosomal recessive	HP:0006978	Dysmyelinating leukodystrophy
292	612319	Spastic paraplegia 35, autosomal recessive	HP:0001249	Intellectual disability
26	612319	Spastic paraplegia 35, autosomal recessive	HP:0000639	Nystagmus
598	612319	Spastic paraplegia 35, autosomal recessive	HP:0000486	Strabismus
502	612319	Spastic paraplegia 35, autosomal recessive	HP:0000648	Optic atrophy
199	612319	Spastic paraplegia 35, autosomal recessive	HP:0003676	Progressive
27	612438	Leukodystrophy, hypomyelinating, 6	HP:0000639	Nystagmus
813	612438	Leukodystrophy, hypomyelinating, 6	HP:0008936	Axial hypotonia
362	612438	Leukodystrophy, hypomyelinating, 6	HP:0001260	Dysarthria
1340	612438	Leukodystrophy, hypomyelinating, 6	HP:0003745	Sporadic
3	612438	Leukodystrophy, hypomyelinating, 6	HP:0000006	Autosomal dominant inheritance
200	612438	Leukodystrophy, hypomyelinating, 6	HP:0003676	Progressive
1094	612438	Leukodystrophy, hypomyelinating, 6	HP:0000750	Delayed speech and language development
1143	612438	Leukodystrophy, hypomyelinating, 6	HP:0001270	Motor delay
143	612438	Leukodystrophy, hypomyelinating, 6	HP:0002415	Leukodystrophy
482	612438	Leukodystrophy, hypomyelinating, 6	HP:0003828	Variable expressivity
776	612438	Leukodystrophy, hypomyelinating, 6	HP:0000505	Visual impairment
1036	612438	Leukodystrophy, hypomyelinating, 6	HP:0004322	Short stature
60	612438	Leukodystrophy, hypomyelinating, 6	HP:0001251	Ataxia
503	612438	Leukodystrophy, hypomyelinating, 6	HP:0000648	Optic atrophy
1291	612438	Leukodystrophy, hypomyelinating, 6	HP:0001337	Tremor
1162	612438	Leukodystrophy, hypomyelinating, 6	HP:0002465	Poor speech
918	612438	Leukodystrophy, hypomyelinating, 6	HP:0001266	Choreoathetosis
630	612438	Leukodystrophy, hypomyelinating, 6	HP:0001272	Cerebellar atrophy
293	612438	Leukodystrophy, hypomyelinating, 6	HP:0001249	Intellectual disability
1149	612438	Leukodystrophy, hypomyelinating, 6	HP:0002063	Rigidity
1338	612438	Leukodystrophy, hypomyelinating, 6	HP:0001328	Specific learning disability
79	612438	Leukodystrophy, hypomyelinating, 6	HP:0001257	Spasticity
571	612438	Leukodystrophy, hypomyelinating, 6	HP:0000252	Microcephaly
1333	612438	Leukodystrophy, hypomyelinating, 6	HP:0000365	Hearing impairment
325	612438	Leukodystrophy, hypomyelinating, 6	HP:0001250	Seizure
531	612438	Leukodystrophy, hypomyelinating, 6	HP:0001332	Dystonia
1173	612438	Leukodystrophy, hypomyelinating, 6	HP:0006808	Cerebral hypomyelination
1344	613163	GABA-transaminase deficiency	HP:0000494	Downslanted palpebral fissures
109	613163	GABA-transaminase deficiency	HP:0001347	Hyperreflexia
1341	613163	GABA-transaminase deficiency	HP:0000098	Tall stature
1348	613163	GABA-transaminase deficiency	HP:0001321	Cerebellar hypoplasia
1349	613163	GABA-transaminase deficiency	HP:0006829	Severe muscular hypotonia
620	613163	GABA-transaminase deficiency	HP:0001254	Lethargy
1352	613163	GABA-transaminase deficiency	HP:0007291	Posterior fossa cyst
1353	613163	GABA-transaminase deficiency	HP:0025430	High-pitched cry
905	613163	GABA-transaminase deficiency	HP:0025356	Psychomotor retardation
1347	613163	GABA-transaminase deficiency	HP:0001274	Agenesis of corpus callosum
144	613163	GABA-transaminase deficiency	HP:0002415	Leukodystrophy
241	613163	GABA-transaminase deficiency	HP:0000007	Autosomal recessive inheritance
1342	613163	GABA-transaminase deficiency	HP:0000278	Retrognathia
388	613163	GABA-transaminase deficiency	HP:0001263	Global developmental delay
1248	613163	GABA-transaminase deficiency	HP:0003819	Death in childhood
326	613163	GABA-transaminase deficiency	HP:0001250	Seizure
327	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001250	Seizure
433	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001290	Generalized hypotonia
717	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0002878	Respiratory failure
888	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0003128	Lactic acidosis
1362	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0200134	Epileptic encephalopathy
1359	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001644	Dilated cardiomyopathy
466	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0002376	Developmental regression
621	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001254	Lethargy
708	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0002421	Poor head control
504	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0000648	Optic atrophy
737	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0003593	Infantile onset
1194	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001336	Myoclonus
777	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0000505	Visual impairment
1361	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0008972	Decreased activity of mitochondrial respiratory chain
1354	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001639	Hypertrophic cardiomyopathy
701	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0002240	Hepatomegaly
671	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001522	Death in infancy
61	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001251	Ataxia
1298	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0002071	Abnormality of extrapyramidal motor function
242	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0000007	Autosomal recessive inheritance
145	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0002415	Leukodystrophy
389	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001263	Global developmental delay
80	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0001257	Spasticity
679	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	HP:0002013	Vomiting
1037	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0004322	Short stature
1105	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000044	Hypogonadotropic hypogonadism
1120	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001310	Dysmetria
81	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001257	Spasticity
1372	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0011003	High myopia
1174	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0006808	Cerebral hypomyelination
1116	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000677	Oligodontia
1095	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000750	Delayed speech and language development
390	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001263	Global developmental delay
897	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0003577	Congenital onset
1370	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0006855	Cerebellar vermis atrophy
505	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000648	Optic atrophy
1368	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002342	Intellectual disability, moderate
660	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001510	Growth delay
363	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001260	Dysarthria
364	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001260	Dysarthria
243	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000007	Autosomal recessive inheritance
1153	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002080	Intention tremor
961	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0011463	Childhood onset
110	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001347	Hyperreflexia
1369	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002827	Hip dislocation
805	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0007256	Abnormal pyramidal sign
532	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001332	Dystonia
1323	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002075	Dysdiadochokinesis
146	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002415	Leukodystrophy
451	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002015	Dysphagia
1367	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001256	Intellectual disability, mild
1366	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001151	Impaired horizontal smooth pursuit
1365	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000695	Natal tooth
1004	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002079	Hypoplasia of the corpus callosum
1121	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0001310	Dysmetria
1364	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000684	Delayed eruption of teeth
1133	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0003429	CNS hypomyelination
1363	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0000666	Horizontal nystagmus
457	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HP:0002066	Gait ataxia
991	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001371	Flexion contracture
244	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0000007	Autosomal recessive inheritance
1195	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001336	Myoclonus
822	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0011344	Severe global developmental delay
929	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0002059	Cerebral atrophy
889	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0003128	Lactic acidosis
328	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001250	Seizure
878	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0002151	Increased serum lactate
1144	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001270	Motor delay
1271	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001298	Encephalopathy
554	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0002510	Spastic tetraplegia
1250	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0011968	Feeding difficulties
685	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0002093	Respiratory insufficiency
691	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0002104	Apnea
661	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001510	Growth delay
147	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0002415	Leukodystrophy
434	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001290	Generalized hypotonia
1374	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0012736	Profound global developmental delay
572	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0000252	Microcephaly
1373	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0002360	Sleep disturbance
1355	614462	Hyperglycinemia, lactic acidosis, and seizures	HP:0001639	Hypertrophic cardiomyopathy
148	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0002415	Leukodystrophy
62	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001251	Ataxia
1244	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0002514	Cerebral calcification
391	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001263	Global developmental delay
1299	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0002071	Abnormality of extrapyramidal motor function
806	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0007256	Abnormal pyramidal sign
329	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001250	Seizure
704	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0002352	Leukoencephalopathy
1303	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0002301	Hemiplegia
483	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0003828	Variable expressivity
1292	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001337	Tremor
365	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001260	Dysarthria
420	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001268	Mental deterioration
245	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0000007	Autosomal recessive inheritance
533	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001332	Dystonia
522	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001288	Gait disturbance
82	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0001257	Spasticity
201	614561	Leukoencephalopathy, brain calcifications, and cysts	HP:0003676	Progressive
1383	614877	Peroxisome biogenesis disorder 8B	HP:0008167	Very long chain fatty acid accumulation
123	614877	Peroxisome biogenesis disorder 8B	HP:0002019	Constipation
366	614877	Peroxisome biogenesis disorder 8B	HP:0001260	Dysarthria
590	614877	Peroxisome biogenesis disorder 8B	HP:0000407	Sensorineural hearing impairment
1382	614877	Peroxisome biogenesis disorder 8B	HP:0001410	Decreased liver function
1380	614877	Peroxisome biogenesis disorder 8B	HP:0000556	Retinal dystrophy
392	614877	Peroxisome biogenesis disorder 8B	HP:0001263	Global developmental delay
452	614877	Peroxisome biogenesis disorder 8B	HP:0002015	Dysphagia
506	614877	Peroxisome biogenesis disorder 8B	HP:0000648	Optic atrophy
1376	614877	Peroxisome biogenesis disorder 8B	HP:0000518	Cataract
149	614877	Peroxisome biogenesis disorder 8B	HP:0002415	Leukodystrophy
856	614877	Peroxisome biogenesis disorder 8B	HP:0001319	Neonatal hypotonia
778	614877	Peroxisome biogenesis disorder 8B	HP:0000505	Visual impairment
1371	614877	Peroxisome biogenesis disorder 8B	HP:0006855	Cerebellar vermis atrophy
202	614877	Peroxisome biogenesis disorder 8B	HP:0003676	Progressive
1122	614877	Peroxisome biogenesis disorder 8B	HP:0001310	Dysmetria
1179	614877	Peroxisome biogenesis disorder 8B	HP:0100543	Cognitive impairment
790	614877	Peroxisome biogenesis disorder 8B	HP:0002313	Spastic paraparesis
246	614877	Peroxisome biogenesis disorder 8B	HP:0000007	Autosomal recessive inheritance
648	614877	Peroxisome biogenesis disorder 8B	HP:0001508	Failure to thrive
220	614877	Peroxisome biogenesis disorder 8B	HP:0007371	Corpus callosum atrophy
28	614877	Peroxisome biogenesis disorder 8B	HP:0000639	Nystagmus
919	614932	Combined oxidative phosphorylation deficiency 13	HP:0001266	Choreoathetosis
309	614932	Combined oxidative phosphorylation deficiency 13	HP:0000762	Decreased nerve conduction velocity
1272	614932	Combined oxidative phosphorylation deficiency 13	HP:0001298	Encephalopathy
662	614932	Combined oxidative phosphorylation deficiency 13	HP:0001510	Growth delay
1350	614932	Combined oxidative phosphorylation deficiency 13	HP:0006829	Severe muscular hypotonia
879	614932	Combined oxidative phosphorylation deficiency 13	HP:0002151	Increased serum lactate
150	614932	Combined oxidative phosphorylation deficiency 13	HP:0002415	Leukodystrophy
247	614932	Combined oxidative phosphorylation deficiency 13	HP:0000007	Autosomal recessive inheritance
534	614932	Combined oxidative phosphorylation deficiency 13	HP:0001332	Dystonia
591	614932	Combined oxidative phosphorylation deficiency 13	HP:0000407	Sensorineural hearing impairment
738	614932	Combined oxidative phosphorylation deficiency 13	HP:0003593	Infantile onset
413	614932	Combined oxidative phosphorylation deficiency 13	HP:0001265	Hyporeflexia
29	614932	Combined oxidative phosphorylation deficiency 13	HP:0000639	Nystagmus
722	614932	Combined oxidative phosphorylation deficiency 13	HP:0003202	Skeletal muscle atrophy
761	614932	Combined oxidative phosphorylation deficiency 13	HP:0008872	Feeding difficulties in infancy
814	614932	Combined oxidative phosphorylation deficiency 13	HP:0008936	Axial hypotonia
1377	614932	Combined oxidative phosphorylation deficiency 13	HP:0000518	Cataract
1385	614932	Combined oxidative phosphorylation deficiency 13	HP:0001344	Absent speech
709	614932	Combined oxidative phosphorylation deficiency 13	HP:0002421	Poor head control
1395	614932	Combined oxidative phosphorylation deficiency 13	HP:0006558	Decreased mitochondrial complex III activity in liver tissue
713	614932	Combined oxidative phosphorylation deficiency 13	HP:0002490	Increased CSF lactate
769	614932	Combined oxidative phosphorylation deficiency 13	HP:0100660	Dyskinesia
461	615010	Aicardi-Goutieres syndrome 6	HP:0002371	Loss of speech
535	615010	Aicardi-Goutieres syndrome 6	HP:0001332	Dystonia
151	615010	Aicardi-Goutieres syndrome 6	HP:0002415	Leukodystrophy
1150	615010	Aicardi-Goutieres syndrome 6	HP:0002063	Rigidity
248	615010	Aicardi-Goutieres syndrome 6	HP:0000007	Autosomal recessive inheritance
1396	615010	Aicardi-Goutieres syndrome 6	HP:0001878	Hemolytic anemia
1264	615010	Aicardi-Goutieres syndrome 6	HP:0006957	Loss of ability to walk
30	615010	Aicardi-Goutieres syndrome 6	HP:0000639	Nystagmus
1245	615010	Aicardi-Goutieres syndrome 6	HP:0002514	Cerebral calcification
1293	615010	Aicardi-Goutieres syndrome 6	HP:0001337	Tremor
573	615010	Aicardi-Goutieres syndrome 6	HP:0000252	Microcephaly
467	615010	Aicardi-Goutieres syndrome 6	HP:0002376	Developmental regression
393	615010	Aicardi-Goutieres syndrome 6	HP:0001263	Global developmental delay
930	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002059	Cerebral atrophy
890	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0003128	Lactic acidosis
1398	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0001561	Polyhydramnios
898	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0003577	Congenital onset
152	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002415	Leukodystrophy
555	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002510	Spastic tetraplegia
574	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000252	Microcephaly
971	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000218	High palate
31	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000639	Nystagmus
507	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000648	Optic atrophy
249	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000007	Autosomal recessive inheritance
779	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000505	Visual impairment
1284	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002126	Polymicrogyria
1400	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0001954	Recurrent fever
468	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002376	Developmental regression
330	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0001250	Seizure
1401	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0003287	Abnormality of mitochondrial metabolism
1251	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0011968	Feeding difficulties
1351	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0006829	Severe muscular hypotonia
1402	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0006610	Wide intermamillary distance
1397	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000969	Edema
1237	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0001511	Intrauterine growth retardation
1343	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000278	Retrognathia
797	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002804	Arthrogryposis multiplex congenita
484	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0003828	Variable expressivity
1277	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0001942	Metabolic acidosis
203	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0003676	Progressive
718	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002878	Respiratory failure
1180	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0100543	Cognitive impairment
846	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0000737	Irritability
1273	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0001298	Encephalopathy
1005	615330	Multiple mitochondrial dysfunctions syndrome 3	HP:0002079	Hypoplasia of the corpus callosum
1089	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000286	Epicanthus
920	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001266	Choreoathetosis
1345	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000494	Downslanted palpebral fissures
1356	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001639	Hypertrophic cardiomyopathy
394	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001263	Global developmental delay
1378	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000518	Cataract
931	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002059	Cerebral atrophy
980	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000574	Thick eyebrow
575	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000252	Microcephaly
536	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001332	Dystonia
250	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000007	Autosomal recessive inheritance
435	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001290	Generalized hypotonia
1006	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002079	Hypoplasia of the corpus callosum
453	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002015	Dysphagia
564	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000047	Hypospadias
1080	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002650	Scoliosis
1408	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001773	Short foot
331	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001250	Seizure
1420	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0200125	Mitochondrial respiratory chain defects
880	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002151	Increased serum lactate
1411	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002020	Gastroesophageal reflux
63	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001251	Ataxia
1407	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001518	Small for gestational age
1416	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0012448	Delayed myelination
1415	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0011675	Arrhythmia
727	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0003348	Hyperalaninemia
1406	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001357	Plagiocephaly
